	Level	Test Name	Entity	Label	Debug Message
252	CURATION	literal_links	http://edamontology.org/citation	'Citation'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
253	CURATION	literal_links	http://edamontology.org/created_in	'Created in'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
254	CURATION	literal_links	http://edamontology.org/data_0849	'Sequence record'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D058977'
255	CURATION	literal_links	http://edamontology.org/data_0863	'Sequence alignment'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D016415'
256	CURATION	literal_links	http://edamontology.org/data_0863	'Sequence alignment'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_010066'
257	CURATION	literal_links	http://edamontology.org/data_0871	'Phylogenetic character data'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.evolutionaryontology.org/cdao.owl#Character'
258	CURATION	literal_links	http://edamontology.org/data_0872	'Phylogenetic tree'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D010802'
259	CURATION	literal_links	http://edamontology.org/data_0872	'Phylogenetic tree'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.evolutionaryontology.org/cdao.owl#Tree'
260	CURATION	literal_links	http://edamontology.org/data_0883	'Structure'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D015394'
261	CURATION	literal_links	http://edamontology.org/data_1255	'Sequence features'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D058977'
262	CURATION	literal_links	http://edamontology.org/data_1354	'Sequence profile'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_010531'
263	CURATION	literal_links	http://edamontology.org/data_1381	'Pair sequence alignment'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_010068'
264	CURATION	literal_links	http://edamontology.org/data_2044	'Sequence'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D008969'
265	CURATION	literal_links	http://edamontology.org/data_2044	'Sequence'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.org/biotop/biotop.owl#BioMolecularSequenceInformation'
266	CURATION	literal_links	http://edamontology.org/data_2048	'Report'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000148'
267	CURATION	literal_links	http://edamontology.org/data_2091	'Accession'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000675'
268	CURATION	literal_links	http://edamontology.org/data_2091	'Accession'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000731'
269	CURATION	literal_links	http://edamontology.org/data_2098	'Job identifier'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://wsio.org/data_009'
270	CURATION	literal_links	http://edamontology.org/data_2099	'Name'	"http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: '""http://www.w3.org/2000/01/rdf-schema#label'"
271	CURATION	literal_links	http://edamontology.org/data_2099	'Name'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000116'
272	CURATION	literal_links	http://edamontology.org/data_2099	'Name'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://usefulinc.com/ns/doap#name'
273	CURATION	literal_links	http://edamontology.org/data_2100	'Type'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.org/dc/elements/1.1/type'
274	CURATION	literal_links	http://edamontology.org/data_2968	'Image'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000079'
275	CURATION	literal_links	http://edamontology.org/data_2968	'Image'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000081'
276	CURATION	literal_links	http://edamontology.org/data_2976	'Protein sequence'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.org/biotop/biotop.owl#AminoAcidSequenceInformation'
277	CURATION	literal_links	http://edamontology.org/data_2977	'Nucleic acid sequence'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.org/biotop/biotop.owl#NucleotideSequenceInformation'
278	CURATION	literal_links	http://edamontology.org/data_3424	'Raw image'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://semanticscience.org/resource/SIO_000081'
279	CURATION	literal_links	http://edamontology.org/deprecation_comment	'deprecation_comment'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
280	CURATION	literal_links	http://edamontology.org/documentation	'Documentation'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
281	CURATION	literal_links	http://edamontology.org/example	'Example'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
282	CURATION	literal_links	http://edamontology.org/file_extension	'File extension'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
283	CURATION	literal_links	http://edamontology.org/format_1207	'nucleotide'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://onto.eva.mpg.de/ontologies/gfo-bio.owl#Nucleotide_sequence'
284	CURATION	literal_links	http://edamontology.org/format_1208	'protein'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://onto.eva.mpg.de/ontologies/gfo-bio.owl#Amino_acid_sequence'
285	CURATION	literal_links	http://edamontology.org/format_1212	'dna'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://onto.eva.mpg.de/ontologies/gfo-bio.owl#DNA_sequence'
286	CURATION	literal_links	http://edamontology.org/format_1213	'rna'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://onto.eva.mpg.de/ontologies/gfo-bio.owl#RNA_sequence'
287	CURATION	literal_links	http://edamontology.org/format_1997	'PHYLIP format'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.bioperl.org/wiki/PHYLIP_multiple_alignment_format'
288	CURATION	literal_links	http://edamontology.org/format_1998	'PHYLIP sequential'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.bioperl.org/wiki/PHYLIP_multiple_alignment_format'
289	CURATION	literal_links	http://edamontology.org/format_2183	'EMBLXML'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://fairsharing.org/bsg-s001452/'
290	CURATION	literal_links	http://edamontology.org/format_2184	'cdsxml'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://fairsharing.org/bsg-s001452/'
291	CURATION	literal_links	http://edamontology.org/format_2200	'FASTA-like (text)'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://filext.com/file-extension/FASTA'
292	CURATION	literal_links	http://edamontology.org/format_2330	'Textual format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://filext.com/file-extension/TXT'
293	CURATION	literal_links	http://edamontology.org/format_2330	'Textual format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.iana.org/assignments/media-types/media-types.xhtml#text'
294	CURATION	literal_links	http://edamontology.org/format_2330	'Textual format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.iana.org/assignments/media-types/text/plain'
295	CURATION	literal_links	http://edamontology.org/format_2331	'HTML'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://filext.com/file-extension/HTML'
296	CURATION	literal_links	http://edamontology.org/format_2352	'BioXSD (XML)'	http://edamontology.org/ontology_used value is not declared as a literal: 'Any ontology allowed, none mandatory. Preferrably with URIs but URIs are not mandatory. Non-ontology terms are also allowed as the last resort in case of a lack of suitable ontology.'
297	CURATION	literal_links	http://edamontology.org/format_2571	'Raw sequence format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.onto-med.de/ontologies/gfo.owl#Symbol_sequence'
298	CURATION	literal_links	http://edamontology.org/format_3261	'RDF/XML'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.ebi.ac.uk/SWO/data/SWO_3000006'
299	CURATION	literal_links	http://edamontology.org/format_3462	'CRAM'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.ebi.ac.uk/ena/software/cram-usage#format_specification http://samtools.github.io/hts-specs/CRAMv2.1.pdf'
300	CURATION	literal_links	http://edamontology.org/format_3484	'ebwt'	http://edamontology.org/documentation value is not declared as a literal: 'https://github.com/BenLangmead/bowtie/blob/master/MANUAL'
301	CURATION	literal_links	http://edamontology.org/format_3485	'RSF'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.molbiol.ox.ac.uk/tutorials/Seqlab_GCG.pdf'
302	CURATION	literal_links	http://edamontology.org/format_3487	'BSML'	http://edamontology.org/documentation value is not declared as a literal: 'http://rothlab.ucdavis.edu/genhelp/chapter_2_using_sequences.html#_Creating_and_Editing_Single_Sequenc'
303	CURATION	literal_links	http://edamontology.org/format_3491	'ebwtl'	http://edamontology.org/documentation value is not declared as a literal: 'https://github.com/BenLangmead/bowtie/blob/master/MANUAL'
304	CURATION	literal_links	http://edamontology.org/format_3607	'qual'	http://edamontology.org/documentation value is not declared as a literal: 'http://en.wikipedia.org/wiki/Phred_quality_score'
305	CURATION	literal_links	http://edamontology.org/format_3609	'qualillumina'	http://edamontology.org/documentation value is not declared as a literal: 'http://en.wikipedia.org/wiki/Phred_quality_score'
306	CURATION	literal_links	http://edamontology.org/format_3610	'qualsolid'	http://edamontology.org/documentation value is not declared as a literal: 'http://en.wikipedia.org/wiki/Phred_quality_score'
307	CURATION	literal_links	http://edamontology.org/format_3611	'qual454'	http://edamontology.org/documentation value is not declared as a literal: 'http://en.wikipedia.org/wiki/Phred_quality_score'
308	CURATION	literal_links	http://edamontology.org/format_3654	'mzXML'	http://edamontology.org/documentation value is not declared as a literal: 'https://dx.doi.org/10.1038%2Fnbt1031'
309	CURATION	literal_links	http://edamontology.org/format_3655	'pepXML'	http://edamontology.org/documentation value is not declared as a literal: 'http://sashimi.sourceforge.net/schema_revision/pepXML/pepXML_v118.xsd'
310	CURATION	literal_links	http://edamontology.org/format_3747	'protXML'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://doi.org/10.1038/msb4100024'
311	CURATION	literal_links	http://edamontology.org/format_3747	'protXML'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://sashimi.sourceforge.net/schema_revision/protXML/protXML_v3.xsd'
312	CURATION	literal_links	http://edamontology.org/format_3764	'idXML'	http://edamontology.org/documentation value is not declared as a literal: 'http://ftp.mi.fu-berlin.de/pub/OpenMS/release1.9-documentation/html/classOpenMS_1_1IdXMLFile.html'
313	CURATION	literal_links	http://edamontology.org/format_3764	'idXML'	http://edamontology.org/documentation value is not declared as a literal: 'http://open-ms.sourceforge.net/schemas/'
314	CURATION	literal_links	http://edamontology.org/format_3832	'consensusXML'	http://edamontology.org/documentation value is not declared as a literal: 'http://ftp.mi.fu-berlin.de/pub/OpenMS/release1.9-documentation/html/classOpenMS_1_1ConsensusXMLFile.html'
315	CURATION	literal_links	http://edamontology.org/format_3833	'featureXML'	http://edamontology.org/documentation value is not declared as a literal: 'http://ftp.mi.fu-berlin.de/pub/OpenMS/release1.9-documentation/html/classOpenMS_1_1FeatureXMLFile.html'
316	CURATION	literal_links	http://edamontology.org/format_3834	'mzData'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.psidev.info/mzdata-1_0_5-docs'
317	CURATION	literal_links	http://edamontology.org/format_3835	'TIDE TXT'	http://edamontology.org/documentation value is not declared as a literal: 'http://cruxtoolkit.sourceforge.net/tide-search.html'
318	CURATION	literal_links	http://edamontology.org/format_3836	'BLAST XML v2 results format'	http://edamontology.org/documentation value is not declared as a literal: 'ftp://ftp.ncbi.nlm.nih.gov/blast/documents/NEWXML/ProposedBLASTXMLChanges.pdf'
319	CURATION	literal_links	http://edamontology.org/format_3836	'BLAST XML v2 results format'	http://edamontology.org/documentation value is not declared as a literal: 'ftp://ftp.ncbi.nlm.nih.gov/blast/documents/NEWXML/xml2.pdf'
320	CURATION	literal_links	http://edamontology.org/format_3836	'BLAST XML v2 results format'	http://edamontology.org/documentation value is not declared as a literal: 'http://www.ncbi.nlm.nih.gov/data_specs/schema/NCBI_BlastOutput2.mod.xsd'
321	CURATION	literal_links	http://edamontology.org/format_3982	'CHAIN'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://genome.ucsc.edu/goldenPath/help/chain.html'
322	CURATION	literal_links	http://edamontology.org/format_3983	'NET'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://genome.ucsc.edu/goldenPath/help/net.html'
323	CURATION	literal_links	http://edamontology.org/format_3985	'gxformat2'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://github.com/galaxyproject/gxformat2'
324	CURATION	literal_links	http://edamontology.org/format_3992	'CIGAR format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://wiki.bits.vib.be/index.php/CIGAR/'
325	CURATION	literal_links	http://edamontology.org/format_4000	'R markdown'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://rmarkdown.rstudio.com/articles_intro.html'
326	CURATION	literal_links	http://edamontology.org/format_4002	'pickle'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://docs.python.org/2/library/pickle.html'
327	CURATION	literal_links	http://edamontology.org/format_4004	'SimTools repertoire file format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://pdfs.semanticscholar.org/5f25/f1cc6cdf2225fe22dc6fd4fc0296d486a85c.pdf'
328	CURATION	literal_links	http://edamontology.org/format_4006	'Zstandard format'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'https://github.com/facebook/zstd/blob/master/doc/zstd_compression_format.md'
329	CURATION	literal_links	http://edamontology.org/has_format	'has format'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
330	CURATION	literal_links	http://edamontology.org/has_format	'has format'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
331	CURATION	literal_links	http://edamontology.org/has_function	'has function'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
332	CURATION	literal_links	http://edamontology.org/has_function	'has function'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
333	CURATION	literal_links	http://edamontology.org/has_identifier	'has identifier'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
334	CURATION	literal_links	http://edamontology.org/has_identifier	'has identifier'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
335	CURATION	literal_links	http://edamontology.org/has_input	'has input'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
336	CURATION	literal_links	http://edamontology.org/has_input	'has input'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
337	CURATION	literal_links	http://edamontology.org/has_output	'has output'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
338	CURATION	literal_links	http://edamontology.org/has_output	'has output'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
339	CURATION	literal_links	http://edamontology.org/has_topic	'has topic'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
340	CURATION	literal_links	http://edamontology.org/has_topic	'has topic'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
341	CURATION	literal_links	http://edamontology.org/information_standard	'Information standard'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
342	CURATION	literal_links	http://edamontology.org/is_deprecation_candidate	'deprecation_candidate'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
343	CURATION	literal_links	http://edamontology.org/is_format_of	'is format of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
344	CURATION	literal_links	http://edamontology.org/is_format_of	'is format of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
345	CURATION	literal_links	http://edamontology.org/is_function_of	'is function of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
346	CURATION	literal_links	http://edamontology.org/is_function_of	'is function of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
347	CURATION	literal_links	http://edamontology.org/is_identifier_of	'is identifier of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
348	CURATION	literal_links	http://edamontology.org/is_identifier_of	'is identifier of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
349	CURATION	literal_links	http://edamontology.org/is_input_of	'is input of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
350	CURATION	literal_links	http://edamontology.org/is_input_of	'is input of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
351	CURATION	literal_links	http://edamontology.org/is_output_of	'is output of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
352	CURATION	literal_links	http://edamontology.org/is_output_of	'is output of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
353	CURATION	literal_links	http://edamontology.org/is_refactor_candidate	'refactor_candidate'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
354	CURATION	literal_links	http://edamontology.org/is_topic_of	'is topic of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'edam'
355	CURATION	literal_links	http://edamontology.org/is_topic_of	'is topic of'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'relations'
356	CURATION	literal_links	http://edamontology.org/isdebtag	'isdebtag'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
357	CURATION	literal_links	http://edamontology.org/media_type	'Media type'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
358	CURATION	literal_links	http://edamontology.org/notRecommendedForAnnotation	'notRecommendedForAnnotation'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
359	CURATION	literal_links	http://edamontology.org/obsolete_since	'Obsolete since'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
360	CURATION	literal_links	http://edamontology.org/oldParent	'Old parent'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
361	CURATION	literal_links	http://edamontology.org/oldRelated	'Old related'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
362	CURATION	literal_links	http://edamontology.org/ontology_used	'Ontology used'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
363	CURATION	literal_links	http://edamontology.org/operation_0558	'Phylogenetic tree annotation'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://www.evolutionaryontology.org/cdao.owl#CDAOAnnotation'
364	CURATION	literal_links	http://edamontology.org/organisation	'Organisation'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
365	CURATION	literal_links	http://edamontology.org/refactor_comment	'refactor_comment'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
366	CURATION	literal_links	http://edamontology.org/regex	'Regular expression'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
367	CURATION	literal_links	http://edamontology.org/related_term	'Related term'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
368	CURATION	literal_links	http://edamontology.org/repository	'Repository'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
369	CURATION	literal_links	http://edamontology.org/thematic_editor	'thematic_editor'	http://www.geneontology.org/formats/oboInOwl#inSubset value is not declared as a literal: 'concept_properties'
370	CURATION	literal_links	http://edamontology.org/topic_0077	'Nucleic acids'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D017422'
371	CURATION	literal_links	http://edamontology.org/topic_0077	'Nucleic acids'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D017423'
372	CURATION	literal_links	http://edamontology.org/topic_0078	'Proteins'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D020539'
373	CURATION	literal_links	http://edamontology.org/topic_0080	'Sequence analysis'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D017421'
374	CURATION	literal_links	http://edamontology.org/topic_0081	'Structure analysis'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D015394'
375	CURATION	literal_links	http://edamontology.org/topic_0084	'Phylogeny'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D010802'
376	CURATION	literal_links	http://edamontology.org/topic_0089	'Ontology and terminology'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D002965'
377	CURATION	literal_links	http://edamontology.org/topic_0091	'Bioinformatics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D016247'
378	CURATION	literal_links	http://edamontology.org/topic_0121	'Proteomics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D040901'
379	CURATION	literal_links	http://edamontology.org/topic_0199	'Genetic variation'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D014644'
380	CURATION	literal_links	http://edamontology.org/topic_0200	'Microarrays'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D046228'
381	CURATION	literal_links	http://edamontology.org/topic_0203	'Gene expression'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D015870'
382	CURATION	literal_links	http://edamontology.org/topic_0610	'Ecology'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D004777'
383	CURATION	literal_links	http://edamontology.org/topic_0622	'Genomics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D023281'
384	CURATION	literal_links	http://edamontology.org/topic_0632	'Probes and primers'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D015335'
385	CURATION	literal_links	http://edamontology.org/topic_0804	'Immunology'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D007120'
386	CURATION	literal_links	http://edamontology.org/topic_0804	'Immunology'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D007125'
387	CURATION	literal_links	http://edamontology.org/topic_2259	'Systems biology'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D049490'
388	CURATION	literal_links	http://edamontology.org/topic_2269	'Statistics and probability'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D056808'
389	CURATION	literal_links	http://edamontology.org/topic_2829	'Ontologies, nomenclature and classification'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D002965'
390	CURATION	literal_links	http://edamontology.org/topic_3050	'Biodiversity'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D044822'
391	CURATION	literal_links	http://edamontology.org/topic_3053	'Genetics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D005823'
392	CURATION	literal_links	http://edamontology.org/topic_3068	'Literature and language'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D011642'
393	CURATION	literal_links	http://edamontology.org/topic_3071	'Data management'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D000079803'
394	CURATION	literal_links	http://edamontology.org/topic_3072	'Sequence feature detection'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D058977'
395	CURATION	literal_links	http://edamontology.org/topic_3168	'Sequencing'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D059014'
396	CURATION	literal_links	http://edamontology.org/topic_3172	'Metabolomics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D055432'
397	CURATION	literal_links	http://edamontology.org/topic_3173	'Epigenomics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D057890'
398	CURATION	literal_links	http://edamontology.org/topic_3174	'Metagenomics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D056186'
399	CURATION	literal_links	http://edamontology.org/topic_3176	'DNA packaging'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D042003'
400	CURATION	literal_links	http://edamontology.org/topic_3293	'Phylogenetics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D010802'
401	CURATION	literal_links	http://edamontology.org/topic_3295	'Epigenetics'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D019175'
402	CURATION	literal_links	http://edamontology.org/topic_3412	'Hepatic and biliary medicine'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'Hepatobiliary medicine'
403	CURATION	literal_links	http://edamontology.org/topic_3571	'Data governance'	http://www.w3.org/2000/01/rdf-schema#seeAlso value is not declared as a literal: 'http://purl.bioontology.org/ontology/MSH/D030541'
